Country Name,Country Code,Year,average_value_Age dependency ratio (% of working-age population),"average_value_Age dependency ratio, old (% of working-age population)","average_value_Age dependency ratio, young (% of working-age population)","average_value_Population ages 15-19, female (% of female population)","average_value_Population ages 15-19, male (% of male population)",average_value_Population ages 15-64 (% of total population),"average_value_Population ages 15-64, female","average_value_Population ages 15-64, female (% of female population)","average_value_Population ages 15-64, male","average_value_Population ages 15-64, male (% of male population)","average_value_Population ages 15-64, total","average_value_Population ages 20-24, female (% of female population)","average_value_Population ages 20-24, male (% of male population)","average_value_Population ages 25-29, female (% of female population)","average_value_Population ages 25-29, male (% of male population)","average_value_Population ages 30-34, female (% of female population)","average_value_Population ages 30-34, male (% of male population)","average_value_Population ages 35-39, female (% of female population)","average_value_Population ages 35-39, male (% of male population)","average_value_Population ages 40-44, female (% of female population)","average_value_Population ages 40-44, male (% of male population)","average_value_Population ages 45-49, female (% of female population)","average_value_Population ages 45-49, male (% of male population)","average_value_Population ages 50-54, female (% of female population)","average_value_Population ages 50-54, male (% of male population)","average_value_Population ages 55-59, female (% of female population)","average_value_Population ages 55-59, male (% of male population)","average_value_Population ages 60-64, female (% of female population)","average_value_Population ages 60-64, male (% of male population)",average_value_Population ages 65 and above (% of total population),"average_value_Population ages 65 and above, female","average_value_Population ages 65 and above, female (% of female population)","average_value_Population ages 65 and above, male","average_value_Population ages 65 and above, male (% of male population)","average_value_Population ages 65 and above, total","average_value_Population ages 65-69, female (% of female population)","average_value_Population ages 65-69, male (% of male population)","average_value_Population ages 70-74, female (% of female population)","average_value_Population ages 70-74, male (% of male population)","average_value_Population ages 75-79, female (% of female population)","average_value_Population ages 75-79, male (% of male population)","average_value_Population ages 80 and above, female (% of female population)","average_value_Population ages 80 and above, male (% of male population)",average_value_Population growth (annual %),"average_value_Population, female","average_value_Population, female (% of total population)","average_value_Population, male","average_value_Population, male (% of total population)","average_value_Population, total",average_value_Sex ratio at birth (male births per female births)
Uruguay,URY,2015,55.20308003,22.47815362,32.72492641,7.1404106,7.953042891,64.4317175,1111299,62.91531477,1087117,66.05915395,2198419,7.268132258,8.085511572,6.801461326,7.467526943,6.340281973,6.833014112,6.757868384,7.161876729,6.400179807,6.753229076,5.846606063,5.927669669,5.913014531,5.878267358,5.601183463,5.407395884,4.846176361,4.591619715,14.48305089,303176,17.16406968,190992,11.60571487,494164,4.347122102,3.800149726,3.734952651,3.009591219,3.200061596,2.167321313,5.88193333,2.628652611,0.339789877,1766341,51.76829631,1645672,48.23170369,3412013,1.05
Zimbabwe,ZWE,2020,81.57149601,5.472887161,76.09860884,10.58033434,11.51586081,55.0747215,4380879,56.37531581,3804836,53.64961414,8185716,9.081129035,9.477454206,7.741608873,7.100497602,7.265140009,6.067475934,6.229650889,5.47800976,5.116667698,4.792928944,3.613099973,3.377378204,2.706797666,2.525052841,2.226725623,1.912462052,1.814161701,1.402493792,3.014178098,287588,3.700824497,160404,2.26175654,447995,1.458309232,1.010277763,0.930675234,0.596953473,0.728189479,0.410504215,0.583650552,0.244021089,1.473871416,7770917,52.28389401,7092010,47.71610599,14862927,
Andorra,AND,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.898980862,,,,,77295,
Bulgaria,BGR,2016,53.24666194,31.30728619,21.93937575,3.934074247,4.422197349,65.2542739,2299940,62.79968107,2351265,67.84822766,4651208,4.924049048,5.543384232,6.276199132,7.036910073,6.24634668,7.172421092,6.986018058,7.893804455,7.143661865,8.035038456,6.608113771,7.275348498,6.577363296,6.997453129,6.898773791,6.893202822,7.205081176,6.578467552,20.42934287,866702,23.6652389,589468,17.00971009,1456167,7.47437914,6.174177674,5.844114141,4.377161217,4.547641466,3.034014646,5.799104154,3.424356553,-0.701382098,3662344,51.38096642,3465478,48.61903358,7127822,1.06
Barbados,BRB,2020,50.29104279,25.1018519,25.18919089,6.216323751,7.007995168,66.53745107,97873,66.00241424,93337,67.10836617,191209,6.224416166,6.858445256,6.340407453,6.763538581,6.127307181,6.481694516,6.574413131,6.667912916,6.46314242,6.629087458,7.09097898,7.008714158,6.906202162,6.754191711,7.315543507,6.796612119,6.743679486,6.140174283,16.70221836,26733,18.02787837,21263,15.28788358,47997,5.457659808,4.989790343,4.320675447,3.941502977,3.162111311,2.571108107,5.087431805,3.785482155,0.121868008,148287,51.60124021,139084,48.39875979,287371,
"Congo, Dem. Rep.",COD,2017,97.2512285,5.956522553,91.29470595,10.29699967,10.42013279,50.69676857,20757239,50.89068959,20509309,50.50201333,41266544,8.549557024,8.611122233,7.145821783,7.159235233,5.945021771,5.919473686,4.921254693,4.870725018,4.061688308,3.994740423,3.351362295,3.268383241,2.73288462,2.629251466,2.185418216,2.062056089,1.700681214,1.566893143,3.019764526,1352477,3.315878725,1105571,2.722352146,2458051,1.322752873,1.163451937,0.957642061,0.793794785,0.589209185,0.458574223,0.446274606,0.306531201,3.258505772,40787891,50.10873445,40610874,49.89126555,81398765,1.03
Cyprus,CYP,2020,44.89803756,20.87805791,24.01997965,5.873010879,6.369032036,69.01402151,412156,68.25503811,421092,69.77336068,833248,7.261607659,8.220687507,7.692014699,8.598309236,7.712052888,8.266088276,7.722320389,7.50637102,7.439632887,7.011104962,6.686296363,6.464804462,6.436067414,6.117173752,5.885265638,6.001186385,5.546769298,5.218603048,14.40880467,94607,15.66737932,79358,13.14932214,173966,4.696388324,4.482580354,4.010287374,3.583678258,2.972772904,2.466554214,3.987930718,2.61650931,0.730446921,603847,50.01379041,603514,49.98620959,1207361,
United Kingdom,GBR,2016,55.63735853,28.26121496,27.37614357,5.525214078,5.920711786,64.25192612,21134373,63.55314395,21022272,64.96988707,42156712,6.168773012,6.574601396,6.724162955,7.002003675,6.798582975,6.915291242,6.421453488,6.565300401,6.360898501,6.450584053,6.937676722,6.942824145,7.032020845,7.024119917,6.214585056,6.233611814,5.369776318,5.340838644,18.15837456,6484504,19.49954225,5429583,16.78027022,11913999,5.573740205,5.429239386,4.498463612,4.234852171,3.539368792,3.110456395,5.887969642,4.005722268,0.757874493,33254646,50.68410115,32356947,49.31589885,65611593,1.051
Latin America & Caribbean,LCN,2013,51.26687642,11.09851639,39.87903457,8.769553547,9.329842636,66.23501243,205237900,66.37710117,198317337,66.08859007,403555281,8.579786424,8.998748875,8.25261574,8.445616226,7.810992691,7.831699581,7.152194267,7.021426341,6.550658544,6.329150232,6.022688957,5.762394949,5.287024557,5.015618533,4.399567299,4.100088841,3.552019141,3.254003857,7.351103681,25136900,8.129661436,19651824,6.548904896,44788649,2.684206508,2.389703398,2.051414825,1.737731556,1.520104625,1.193004896,1.873935478,1.228465046,1.077965944,309199855,50.74857696,300078028,49.25142304,609595811,1.049142687
Lesotho,LSO,2012,64.37677175,7.810757565,56.56601419,10.53824357,11.08101185,60.83586353,622834,60.39860125,602994,61.29345729,1225835,10.41246851,10.99948972,9.446415168,10.01400717,7.432753494,7.962739713,5.321536143,5.647491009,4.154359071,4.123576158,3.742220274,3.575283955,3.547399841,3.206198121,3.195578769,2.606776705,2.60762641,2.076882887,4.751726308,62244,6.036039356,33514,3.406649034,95747,1.968762788,1.524829688,1.488936255,0.950718757,1.220512681,0.552053199,1.357827631,0.379047391,0.557135557,1031206,51.1767812,983782,48.8232188,2014988,1.027
Panama,PAN,2016,54.63047938,11.94976383,42.68071555,8.478637743,8.710620803,64.67031353,1301511,64.65111543,1309278,64.68947001,2610788,8.045382067,8.209075058,7.748282525,7.852691504,7.383179427,7.479064381,7.101925857,7.133748332,6.752072643,6.730772556,6.071838381,6.003775798,5.252169507,5.13522367,4.351929582,4.181886545,3.465697695,3.252611363,7.727940852,166332,8.262357622,145650,7.196348909,311983,2.686562716,2.466719666,2.055406258,1.836514171,1.504820851,1.291884208,2.015567797,1.601230865,1.713425474,2013130,49.86607872,2023943,50.13392128,4037073,1.05
Serbia,SRB,2019,52.16403012,28.51630521,23.64772491,5.575732817,6.199824826,65.71855405,2279778,64.34925127,2284529,67.14433044,4564308,5.791385685,6.431846465,6.321467137,7.004954573,6.715966625,7.375826189,6.63337046,7.031970632,6.97848209,7.248867001,6.811926565,6.949665894,6.460915208,6.483249113,6.383928252,6.212134469,6.676076432,6.205991282,18.74050342,741763,20.93707763,559812,16.45336158,1301572,7.2182702,6.350286356,5.454006272,4.509354863,3.378643528,2.494366419,4.886157634,3.099353942,-0.536610018,3542820,51.01080364,3402415,48.98919636,6945235,1.068
Bulgaria,BGR,2017,54.32655136,32.03448862,22.29206275,3.937231767,4.436486929,64.79766683,2265258,62.28564291,2319780,67.45386584,4585049,4.648612015,5.243887283,6.089150855,6.8343249,6.334294752,7.239864621,6.816364512,7.742595981,7.230498541,8.125105194,6.741032552,7.45076034,6.541306979,6.978185909,6.822719791,6.860455112,7.124431141,6.542199567,20.75760119,875052,24.06048033,593761,17.26520397,1468797,7.431045917,6.138803567,6.158538439,4.613430755,4.560733859,3.035189167,5.910162117,3.477780485,-0.730443175,3636886,51.39786936,3439061,48.60213064,7075947,1.06
Belarus,BLR,2016,44.78042641,20.87117841,23.90924799,4.208536407,5.105450495,69.07010989,3390323,66.74426881,3172366,71.74111893,6562720,5.529885108,6.712157034,7.33484775,8.861272048,7.36492881,8.675350874,6.793131221,7.710644505,6.674312022,7.196716795,6.448357513,6.666000902,7.548029195,7.574155205,7.863593184,7.3962869,6.978647596,5.843084167,14.41574703,926874,18.24708413,442897,10.01583503,1369717,5.173090858,3.90102342,3.619133772,2.236058699,4.194436529,2.030505813,5.260422969,1.848247102,0.12551111,5079571,53.46053914,4421963,46.53946086,9501534,1.063
Cayman Islands,CYM,2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.201997124,,,,,64948,
Fragile and conflict affected situations,FCS,2014,82.96793268,6.030472514,75.44553894,10.41349183,10.66564258,55.10370172,224406909,55.43028902,221585500,54.77690249,445992216,8.986201049,9.133128218,7.729193181,7.754321843,6.634826042,6.579401847,5.522673701,5.462102369,4.578202502,4.481375623,3.823086848,3.635989716,3.150525474,2.939329774,2.569200508,2.336034237,2.022887884,1.789576286,3.323013528,14821467,3.661020101,12073983,2.984741344,26895438,1.468382106,1.270115671,1.032577679,0.858690514,0.654104565,0.506405919,0.505955751,0.34952924,2.43786169,404845280,50.01987198,404523604,49.98012802,811249811,1.045782669
Guam,GUM,2018,52.23807949,14.99522445,37.24285504,8.235523541,8.676229949,65.68638097,53322,64.98957914,55564,66.36647038,108888,8.018574719,8.552010798,7.646836569,7.743391899,6.725413483,6.642141347,5.94049752,5.926686812,5.999000573,6.001934952,6.241544481,6.326815809,6.077004644,6.391314215,5.576072251,5.717664202,4.529111363,4.388280401,9.849910719,8991,10.95835314,7338,8.764616653,16328,3.83194998,3.525912832,2.759394006,2.41510696,1.805062952,1.390298962,2.561946202,1.433297899,0.90229092,82047,49.4944803,83723,50.5055197,165770,1.058
Hungary,HUN,2015,46.88045922,25.65825552,21.2222037,4.86355165,5.666797799,68.08257746,3390822,65.64525047,3310563,70.77398317,6701387,5.990108764,6.931346783,5.798984216,6.713300318,6.218904745,6.999523965,7.903303101,8.867983324,7.552021366,8.487671723,6.522380983,7.095462688,5.807559193,6.05311364,7.095637695,6.833923141,7.892798754,7.124859793,17.46880191,1082305,20.95309312,637156,13.62127576,1719459,6.053485641,4.927910378,5.278775431,3.812090087,4.192676619,2.421796383,5.428155431,2.459478909,-0.237855002,5165373,52.47748372,4677655,47.52251628,9843028,1.057
Indonesia,IDN,2020,47.48940519,9.236543539,38.25286165,8.328287401,8.719313467,67.80148032,91873585,67.65072777,93579479,67.95013974,185453064,8.12005912,8.4417242,7.568184148,7.726031992,7.376726142,7.228713057,7.807592992,7.689789054,7.206776797,7.183906233,6.624822835,6.65788296,5.851774623,5.8147396,4.904009962,4.748976605,3.862493756,3.739062575,6.262513385,9304960,6.851668147,7824492,5.68153756,17129453,2.633094502,2.585337134,1.859632463,1.519087637,1.240750024,0.923570836,1.118191158,0.653541954,1.065178986,135805760,49.65046876,137717861,50.34953124,273523621,
Lebanon,LBN,2012,48.02579964,9.258555839,38.7672438,10.21539671,9.647169478,67.55579842,1845289,67.41564865,1895700,67.69298231,3740983,9.812354458,8.726599196,8.932434891,7.744717076,8.047254439,7.476723284,7.176687557,7.023329922,6.496206683,7.160451329,5.286130042,7.336173841,4.220691207,5.747100989,4.043209403,3.927492771,3.185283258,2.903224424,6.254681621,180916,6.60957145,165436,5.907504469,346361,1.959898903,2.045072949,1.75403024,1.607105746,1.59967441,1.259910057,1.295967897,0.995415717,6.251740941,2737182,49.42885211,2800438,50.57114789,5537620,1.05
Myanmar,MMR,2019,46.89919277,8.831145202,38.06804757,9.047373578,9.748737035,68.07389414,19106310,68.23497908,17684517,67.90072485,36790823,8.488063679,9.005801802,7.940499892,8.269578116,7.528464589,7.703803919,7.200980574,7.367209086,6.957058588,6.849928504,6.458093489,6.151178902,5.740002163,5.263089187,4.834823031,4.22194702,4.039619502,3.319451284,6.0117046,1937933,6.921002419,1311149,5.034232345,3249051,3.072259906,2.345724073,1.740992279,1.335828227,1.125326759,0.784913118,0.982423475,0.567766928,0.625695405,28000756,51.80967224,26044666,48.19032776,54045422,1.03
West Bank and Gaza,PSE,2012,78.99151274,5.126760234,73.86475251,11.86592768,11.98414716,55.86856574,1096885,55.9443779,1126685,55.79502826,2223568,9.944681313,10.02182577,7.797929581,7.839759707,6.456766094,6.485929882,5.37326833,5.359558336,4.480052682,4.423052885,3.707869094,3.622975935,2.720134537,2.630291309,2.012798099,1.849358958,1.584950484,1.578128318,2.864243996,59941,3.057148286,54053,2.67680525,113997,1.210847038,1.193424109,0.885366989,0.765179878,0.546678223,0.446691818,0.414256036,0.271509445,2.46768715,1960670,49.26307982,2019328,50.73692018,3979998,1.05
Chad,TCD,2016,100.3706986,4.916806779,95.45389185,11.08483838,11.21740249,49.90749681,3645816,49.98086895,3621543,49.83385015,7267359,9.089533195,9.17581446,7.309913341,7.358452011,5.805380357,5.855005377,4.567009618,4.628073813,3.571591612,3.591324623,2.771596876,2.724626354,2.270364633,2.155441512,1.912927177,1.744459894,1.59771376,1.383249613,2.453854849,193379,2.651052729,163944,2.255933653,357322,1.085006998,0.957957187,0.740826245,0.649325362,0.467096575,0.389240199,0.358122911,0.259410904,3.143932997,7294423,50.09335475,7267235,49.90664525,14561658,1.03
Uzbekistan,UZB,2015,47.95852137,6.005095814,41.95342556,8.818530099,9.280388773,67.58650956,10657039,67.84428222,10496796,67.32680234,21153834,10.02598578,10.57451587,9.759557006,9.984608777,8.314597896,8.308196759,6.930259594,6.849791907,6.105926132,5.90853422,5.381394746,5.033876852,5.298484035,4.824839732,4.248784186,3.883341891,2.960762748,2.678707558,4.058635563,726138,4.62270054,544167,3.490308488,1270308,1.483715196,1.225131732,1.103743203,0.928756741,1.006292517,0.757365255,1.028949624,0.579054761,1.744258375,15708087,50.18734508,15590813,49.81265492,31298900,1.062
Albania,ALB,2016,45.64503371,18.87008579,26.77494792,7.914235609,8.078621031,68.66009247,969484,68.71808961,1005250,68.60428901,1974734,8.532932546,9.054515732,7.778701429,8.92762426,5.870346265,6.823442689,5.450607008,5.429948563,6.321161625,5.502982562,6.763431056,6.021292743,7.34172906,6.822898675,7.055405158,6.629637387,5.689539855,5.313325373,12.95621108,192992,13.67948815,179619,12.25828739,372634,4.355527556,4.085007766,3.726801513,3.433073929,2.795012851,2.583662689,2.802146229,2.156543003,-0.159880412,1410814,49.05299874,1465287,50.94700126,2876101,1.089
Armenia,ARM,2014,44.31489394,15.64276898,28.67212497,5.905783284,7.294027341,69.29291181,1085840,70.30352159,932250,68.15191169,2018089,8.382631824,8.777688428,9.250807541,9.359675415,8.089786812,7.767599971,6.5258533,6.26851378,5.799794497,5.425250384,6.37104622,5.595511368,7.76191435,6.866583815,7.290500569,6.525915637,4.925403188,4.271145552,10.83934296,189474,12.26763561,126215,9.226917172,315685,3.318413755,2.759046714,2.312847563,1.773155932,3.595525551,2.670224432,3.040848739,2.024490094,0.509812126,1544503,53.03191214,1367900,46.96808786,2912403,1.128
Bangladesh,BGD,2020,47.01892285,7.684684409,39.33423844,9.345234312,9.578884751,68.01845508,55605603,68.28615401,56413569,67.7566339,112019174,9.20634985,9.299246876,8.925574671,8.716988657,8.57682109,8.142004116,7.954494812,7.532121291,6.96517972,6.670165143,5.781147122,5.667104913,4.961379536,5.122238398,3.956038464,4.179116356,2.613934437,2.848763405,5.227003613,4267370,5.240520187,4340953,5.213787541,8608320,1.604856425,1.78912438,1.412571676,1.449568737,1.085016599,1.027060006,1.138075489,0.948034418,1.002774181,81430275,49.44476293,83259108,50.55523707,164689383,
Bulgaria,BGR,2014,50.95644168,29.68089077,21.27555091,4.125772647,4.622006906,66.24427967,2371231,63.92589043,2414222,68.69132354,4785446,5.456134688,6.115642509,6.401251878,7.2084449,6.328438908,7.26302403,7.140213483,8.030223902,6.916372059,7.758661529,6.456567157,7.054863088,6.666915738,7.024311258,7.04433904,6.93892499,7.38988483,6.675220423,19.66189074,843548,22.74116508,576804,16.4116662,1420363,7.207516427,5.959819662,5.398400372,4.02994817,4.541416711,3.061764341,5.593831567,3.360134031,-0.568389264,3709343,51.34794017,3514595,48.65205983,7223938,1.06
Brazil,BRA,2017,43.45006018,12.34458339,31.10547679,7.892086093,8.433241626,69.7106712,73366430,69.47464321,71515900,69.954455,144882354,8.011266898,8.483243539,8.046191513,8.40361492,8.308789466,8.54232675,7.925880992,8.028142788,7.037900333,7.008853228,6.499921493,6.341819019,6.112554758,5.839470871,5.301055796,4.945302496,4.338995863,3.928439767,8.605491994,10181156,9.641087627,7704047,7.53584041,17885123,3.364635943,2.926069553,2.402000263,1.973398998,1.745471289,1.323511068,2.128980132,1.312860792,0.807145245,105601737,50.81065943,102232088,49.18934057,207833825,1.05
IDA total,IDA,2016,76.6774137,6.117276225,69.03118046,10.45892286,10.69641157,57.09442238,447042954,57.42966771,443585330,56.76128985,890622084,9.253777145,9.356857216,8.080192903,8.032159943,7.014341431,6.868856871,5.835618565,5.699741318,4.813914508,4.70392316,4.00906097,3.889150832,3.329622195,3.19528882,2.640952731,2.488390977,1.993264405,1.830509137,3.492623518,29193479,3.75035954,25288220,3.235886863,54481813,1.483298901,1.326493573,1.062370435,0.927039147,0.669489785,0.56473265,0.535200419,0.417621492,2.266196995,778418145,49.90145135,781492688,50.09854865,1561828652,1.047347121
Least developed countries: UN classification,LDC,2012,82.01644331,6.186868072,73.99373454,10.59002972,10.83337264,55.49987002,246330455,55.8991902,240323757,55.0964469,486654211,9.13332488,9.189116735,7.968626227,7.826949223,6.7369728,6.558939864,5.554270843,5.426835396,4.652328988,4.534368985,3.864894142,3.753756103,3.097103288,2.973368813,2.404759749,2.267523567,1.896879567,1.732215573,3.433703508,16345950,3.709347949,13763067,3.155310567,30108654,1.477840422,1.307621461,1.044150149,0.901048044,0.660274805,0.545296591,0.527082573,0.401344472,2.381375037,440669094,50.25555482,436187396,49.74444518,876867234,1.037588305
Marshall Islands,MHL,2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.683140344,,,,,59194,
Norway,NOR,2010,50.82705357,22.45411873,28.37293483,6.457627701,6.856252881,66.30110289,1586725,64.89345332,1654903,67.70932534,3241628,6.205851105,6.448914652,6.229629096,6.423734934,6.340824969,6.59053521,7.185045976,7.537046939,7.350714322,7.793634404,6.688040939,7.086923661,6.436018787,6.687773957,5.945152646,6.112407173,6.054547776,6.172101528,14.88733448,409923,16.76491629,317956,13.00898855,727879,4.489211095,4.380492966,3.442201883,3.039253337,3.007363401,2.393342401,5.826139911,3.195899841,1.24566618,2445123,50.01017217,2444129,49.98982783,4889252,1.055
El Salvador,SLV,2017,55.15982634,12.57525579,42.58457054,9.456410232,10.7816039,64.44966802,2233899,65.89062252,1883248,62.82079251,4117125,9.65049255,10.41910595,8.445117473,8.391192237,7.233872733,6.596882391,6.700913249,5.87832451,6.194381995,5.376658294,5.522084385,4.737224841,4.893057103,4.154399378,4.191706137,3.529609949,3.602586663,2.955791061,8.104708642,298497,8.804405728,219254,7.313805745,517739,2.876901668,2.354585514,2.239674555,1.876970188,1.726890194,1.496525797,1.960939311,1.585724245,0.501983868,3390314,53.07213824,2997810,46.92786176,6388124,1.05
South Sudan,SSD,2018,82.54373529,6.203719288,76.34001601,10.69422301,10.86725467,54.78139569,3015354,54.99293656,2997412,54.57025414,6012764,9.406208019,9.488511964,7.937293892,7.943659633,6.476112523,6.447726261,5.227983249,5.195495596,4.390109656,4.344520549,3.637077557,3.552168146,2.997173531,2.863224631,2.395167318,2.224674744,1.831587809,1.643017952,3.39848288,200936,3.664598154,172079,3.132834179,373015,1.39397567,1.224849156,1.081382544,0.952617974,0.674610253,0.567019337,0.514629687,0.388347712,0.595340534,5483166,49.95630436,5492758,50.04369564,10975924,1.04
St. Vincent and the Grenadines,VCT,2011,51.21879712,12.62355503,38.59524208,9.255146976,9.293727459,66.12965767,34877,65.63476232,36755,66.6129003,71628,8.176822613,8.057705203,7.807971696,7.70429708,7.388309684,7.108034145,6.814332493,6.845243489,6.242237194,6.767312467,7.017576875,7.298330826,5.58922052,5.962629356,4.15710038,4.326077895,3.186043886,3.249542382,8.347797186,4650,8.750799804,4390,7.95621364,9042,2.275207949,2.383239393,2.533027212,2.381427044,1.889420001,1.765228265,2.053144642,1.426318937,0.05079072,53138,49.05876379,55177,50.94123621,108315,1.03
World,WLD,2013,54.09562063,12.06235418,40.46396267,8.123753172,8.5188543,65.56245637,2320509260,65.30164149,2378259000,65.81894199,4698768696,8.26141541,8.576716437,8.129192118,8.328079049,7.276154562,7.388781683,6.838023275,6.903613421,6.661873467,6.675541352,6.127390144,6.07844589,5.333230501,5.237050957,4.644154841,4.465362655,3.906453995,3.646496249,7.908375708,314690154,8.855721438,252098649,6.97689627,566782122,2.880115965,2.571615973,2.212418288,1.86317598,1.722502941,1.319363034,2.040684243,1.222741283,1.183844763,3553523630,49.58272117,3613335199,50.41727883,7169675197,1.070988586
