Country Name,Country Code,average_value_Population ages 0-14 (% of total population),"average_value_School enrollment, secondary (% gross)","average_value_School enrollment, secondary, female (% gross)","average_value_School enrollment, tertiary (% gross)","average_value_School enrollment, tertiary, female (% gross)",average_value_GDP per capita (current US$),average_value_GDP growth (annual %),"average_value_GDP per capita, PPP (current international $)","average_value_GNI per capita, Atlas method (current US$)",average_value_Gross domestic savings (% of GDP),average_value_Rural population (% of total population),average_value_Rural population growth (annual %),"average_value_Agriculture, forestry, and fishing, value added (% of GDP)",average_value_Forest area (% of land area),average_value_Agricultural land (% of land area),average_value_People using at least basic drinking water services (% of population),average_value_People using at least basic sanitation services (% of population),average_value_People practicing open defecation (% of population),average_value_Total natural resources rents (% of GDP),average_value_Adjusted savings: consumption of fixed capital (% of GNI),average_value_Population growth (annual %),average_value_Population ages 15-64 (% of total population),average_value_Population ages 65 and above (% of total population),average_value_Age dependency ratio (% of working-age population),average_value_Mobile cellular subscriptions (per 100 people),average_value_Fixed broadband subscriptions (per 100 people),average_value_Individuals using the Internet (% of population),average_value_Fixed telephone subscriptions (per 100 people)
Arab World,ARB,0.5051251073050607,-0.7559109575430685,-0.8015068087462054,-0.6564044329424714,-0.7616257977495206,-0.0407623355237179,0.5252350996119415,0.27578733321211296,0.035471202855188455,1.3426971678769548,0.11006569332600497,0.7372653330754012,-0.24237966243060483,-1.2898720461203397,0.002414810751536886,0.06434099427600667,0.2777130534762104,0.4009190491464478,1.8099694580255625,-0.845914195475815,0.5415194021235679,-0.14399987859184424,-0.6446744890499148,0.127980516876342,-0.07349203228956827,-0.39415686466212774,-0.03502146831309645,-0.12671293816573637
Belarus,BLR,-1.1430191662207698,0.8455690116147085,0.7952275101208534,2.3928707204977027,2.2174385671373176,0.024853942683889824,0.7049768951957632,0.3638549976540445,0.09578139776826887,1.1175812154581872,-0.8025105229270186,-1.6186752864165719,-0.05838006966140835,0.4648443006011012,0.32259082495608676,0.5698031444476592,0.8180652752962004,-0.9456557672419434,-0.2833055558614753,1.253421603873481,-1.700799681968258,0.6987619844300914,1.287052375072772,-0.7149119471252565,0.633314959892348,1.6126054807184755,1.3851041920608078,1.2797698425176454
Barbados,BRB,-0.9086695582386547,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,0.7423048642136595,-0.7932603823834956,0.33609593388210296,0.8593133730852304,-0.7994007305551597,1.215045705917324,-0.0012706794269750196,0.02220337330151988,-0.7683563966466619,-0.46650200800344044,0.694808091569283,0.8256808828570226,-0.48197895543159086,-1.0447306667126448,-0.44770046440641065,-0.9911371263438062,0.5262302466719821,1.4740277436966036,-0.5716799635063509,0.38479327741287206,1.8564526841975897,-0.03502146831309645,1.233636299259752
Cayman Islands,CYM,-0.08310991639940976,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,1.7749884822561626,0.02005670476456506,1.5948361223257232,1.5940488683056118,-0.0011610164429851956,-1.8065585805459108,0.013503195462942173,-1.9727497378385577,0.9277238996132218,-1.3834092014534858,0.45844234869137607,0.42429621029503567,-0.48197895543159086,-1.2779937526972864,-0.6861637450230328,0.008964791034268227,0.23656460732775056,-0.35428835388787167,-0.28496489403475805,1.5194378596751237,2.776085196682457,1.3188689264782354,1.4089965172354868
Dominica,DMA,-0.08310991639940976,0.28126058468817283,0.2572791399432484,-0.10707048492526167,-0.0807852527728566,0.07248333073238418,-0.47823606525768086,-0.09752730512554236,0.15211177533851863,-0.0011610164429851956,-0.4286820336185429,-0.8603212063287697,0.5906309866685547,1.406562303828832,-0.16780042071911674,0.45844234869137607,0.42429621029503567,-0.48197895543159086,-0.16436445823424067,-0.08899149956015054,-0.8867743021733578,0.23656460732775056,-0.35428835388787167,-0.28496489403475805,0.08924957926247695,-0.30516627523821555,-0.03502146831309645,0.2576291084698337
Estonia,EST,-1.1800379552335023,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,0.7373939171034513,1.2198812906541667,0.7355708347233126,0.8255056123355752,0.666508071130275,-0.39700165316867225,-0.16643102607167737,-0.5605395623461298,1.0386822828334306,-0.774233195111179,0.7723052421244143,0.8712429632920854,-0.9456557672419434,-0.23805434979218842,1.2149325554299457,-1.300637443134329,0.6293621927732841,1.7087216349962928,-0.6578276246177889,0.6653791341250105,1.010790846516058,1.0507782802263332,1.0572128136229264
"Gambia, The",GMB,1.6533131169403983,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,-1.5117095144448554,-2.69152867843211,-1.4850909325671764,-1.544283285867299,-1.1264207109651005,-0.1024181155132762,0.6303008954941611,1.117923571416233,-0.30566911331995955,1.288137906315739,-0.5170653427401557,-1.0757766061982132,-0.3499853369202332,0.5562585526137441,1.8297079566785648,1.4752408001470096,-1.766344295495246,-0.9903070876075072,1.8692384228037109,0.8492490957217295,-0.96667064695188,-1.0423292422817012,-1.0775162596718697
Latin America & Caribbean,LCN,-0.37059717904766204,0.6110092474786114,0.7053060588461458,0.6287941938745654,0.6502885142622093,0.25204009642730885,-0.4080288795620906,0.38527833396704,0.3667830807410869,-0.19283118428166338,-0.9102704732968816,-0.4033850673962602,-0.34493385593290543,0.677195737271502,-0.07902443236530685,0.45788293771009586,0.2702787332707445,0.3597537583456064,0.6875894740324722,-0.4039520637880244,-0.14478633837886698,0.36563195709101587,-0.19754569754008514,-0.4145498733883561,0.11646431093509281,-0.36258113817955817,-0.28671393763074665,0.47997860130536046
Morocco,MAR,-0.07740220678130157,-0.24180921135050332,-0.422047851783158,-0.3334644746900951,-0.5226091628351165,-0.5227431650711417,0.4209301801614822,-0.38710460110249906,-0.5082733092717321,0.11347752893271851,-0.008784991072546875,-0.21594587208933555,0.6169191144641817,-0.8536005724361351,1.7472103438745343,-0.23199511973577402,0.25739977223023686,0.5562848321426751,-0.07211497568881098,-0.2593615934959617,0.06885396305279981,0.3887712531274872,-0.3145651099002999,-0.4542856530769224,0.6715086910551253,-0.7274011837132199,0.3959126296085644,-0.33904670320685193
Middle income,MIC,-0.11935637822035687,-0.572881864539358,-0.5551203258479976,-0.593443084434884,-0.6862249719300003,-0.13612373641940292,-1.1325076078424337,0.05431982005217187,-0.032600046863042,-0.0011610164429851956,0.4848927169858854,-0.23113475004589928,0.3024016030779664,0.0978401151465083,0.048869126184088806,0.05689354893024894,-0.255767629808292,1.0032501526848487,0.6566717364200444,0.36638388358630397,-0.1002599992531857,0.5026788081817996,-0.27631895354806707,-0.4805854844160795,-0.3050914068478359,-0.4910500456154124,-0.6388661863668851,0.08772255196014705
Mauritania,MRT,1.2267912412325437,-2.5147494033076225,-2.413961156302293,-1.7784557006224684,-1.8400374250591476,-1.0161909386700239,0.7043814730072541,-0.8969976595141291,-0.9462790114650435,0.0069469359646172485,0.5037771642893215,0.6360027341356399,0.7866161532520741,-1.4008184507585422,0.11548728887497091,-0.9897240148321171,-0.9460169811585007,1.6266733448031283,-0.16436445823424067,-0.08899149956015054,1.2123908960928438,-1.0568231516719107,-0.8951561134917643,0.9871319980408726,0.12477501346776738,-0.9481775977979938,-0.03502146831309645,-1.3384492575383984
Panama,PAN,-0.17381301713567848,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,0.6474427429641507,0.25729520931776595,0.9637435971755883,0.7483152464125545,1.0466368579620697,-0.2727001604313318,0.42127380332005565,-0.5686405322891264,1.1585419653399829,-0.32449097972092095,0.3834782011054918,0.19854583703453538,0.3493684258545585,-1.1635220794676182,-1.2371950423616824,0.3627757532463843,0.2010842625346332,-0.036274039159216155,-0.28914443387804184,0.8005281547625627,-0.16094390494083677,0.5063637415874963,0.38627902171202794
