Country Name,Country Code,average_value_Population ages 0-14 (% of total population),"average_value_School enrollment, secondary (% gross)","average_value_School enrollment, secondary, female (% gross)","average_value_School enrollment, tertiary (% gross)","average_value_School enrollment, tertiary, female (% gross)",average_value_GDP per capita (current US$),average_value_GDP growth (annual %),"average_value_GDP per capita, PPP (current international $)","average_value_GNI per capita, Atlas method (current US$)",average_value_Gross domestic savings (% of GDP),average_value_Rural population (% of total population),average_value_Rural population growth (annual %),"average_value_Agriculture, forestry, and fishing, value added (% of GDP)",average_value_Forest area (% of land area),average_value_Agricultural land (% of land area),average_value_People using at least basic drinking water services (% of population),average_value_People using at least basic sanitation services (% of population),average_value_People practicing open defecation (% of population),average_value_Total natural resources rents (% of GDP),average_value_Adjusted savings: consumption of fixed capital (% of GNI),average_value_Population growth (annual %),average_value_Population ages 15-64 (% of total population),average_value_Population ages 65 and above (% of total population),average_value_Age dependency ratio (% of working-age population),average_value_Mobile cellular subscriptions (per 100 people),average_value_Fixed broadband subscriptions (per 100 people),average_value_Individuals using the Internet (% of population),average_value_Fixed telephone subscriptions (per 100 people)
Pacific island small states,PSS,0.6678430610417918,-0.461056281233757,-0.3522395634838835,-0.10707048492526167,-0.0807852527728566,-0.432973776217424,0.31296169652015254,-0.6936335467952206,-0.44613704477660243,-0.8970208257709736,0.866126464864154,0.5036198478704014,0.02220337330151988,1.6111787690545107,0.026936454203401967,-0.13073007121544294,-0.16256859150819547,1.101625500144778,-0.16436445823424067,-0.08899149956015054,0.1710921853277863,-0.4858202014851389,-0.6135607599074792,0.41031853874952534,0.08924957926247695,-0.30516627523821555,-0.03502146831309645,0.2576291084698337
Saudi Arabia,SAU,-0.038392523387281795,0.22099792586531236,0.22931611446608857,0.32167631402107505,0.08658448781487588,0.8501590015819614,0.3850923219160277,1.3553474554653202,1.1320557984337565,0.5635739831910094,-1.047109460317063,1.008669044150846,-0.9922946155661365,-1.3962426297343213,2.413651748893627,0.7880670841748757,0.8957120419671921,-0.9456557672419434,1.8921404521375271,-0.6031114615255786,0.3226673611629482,1.3527477421892828,-0.8524995028529743,-1.2200236240598177,0.5583864605696185,0.5331650939500264,1.8828168235463205,0.3637421723693915
Sint Maarten (Dutch part),SXM,-0.08310991639940976,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,1.0981847886059803,-2.3067404652732217,1.0839413938500853,1.25252952993676,-1.2240419781788214,-1.8065585805459108,0.013503195462942173,-2.167994801703334,-0.9350421319124058,0.026936454203401967,0.4937149480499538,0.8509600439462719,-0.853767268954876,-1.2779937526972864,-0.08899149956015054,1.385413199295547,0.23656460732775056,-0.35428835388787167,-0.28496489403475805,0.08924957926247695,-0.30516627523821555,-0.03502146831309645,0.2576291084698337
Seychelles,SYC,-0.4483955401291986,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,0.4732059809255751,1.3356885405585401,0.6228422790410139,0.5033921175803673,-0.13510145184845465,0.1369007584684563,0.021778717836540857,-1.0453551842527231,1.8238152589050114,-1.8171990453628581,0.5521469819878498,0.8957120419671921,-0.9456557672419434,-1.1618141161529636,0.14006235276565046,0.22886165580681095,1.0197203919380988,-0.15423772335096075,-0.9699455711982166,1.7637601225298605,-0.02291944390550909,0.1717770831919799,0.6600866509722708
Tuvalu,TUV,-0.08310991639940976,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,-0.5252708792837536,-1.3335913003041509,-1.2287599538112586,-0.1785467644631521,-0.0011610164429851956,0.09360423852029975,-1.0841187601240267,1.1508962962594855,0.05791275907100303,1.3001045224595194,0.7880670841748757,0.314657516827762,0.728872745767576,-1.2779937526972864,-1.6817287304676314,-0.2709940737815638,0.23656460732775056,-0.35428835388787167,-0.28496489403475805,-2.121940405131951,-0.6638101142927901,-0.3766902691311681,0.23314342651595624
Virgin Islands (U.S.),VIR,-0.7986507737565386,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,1.2850898595867617,-3.7281908654266425,0.07949188514992273,-0.057599375675599127,-0.5584018289278827,-1.5829918957323084,-2.4623388711565077,0.02220337330151988,0.9494586476586936,-1.3735794807744344,0.7076031975835395,0.8726298436108866,-0.9456557672419434,-0.16436445823424067,-0.08899149956015054,-1.3291785801479379,-0.4188724882435287,2.0289406384388915,0.30010676105446327,0.08924957926247695,-0.30516627523821555,-0.03502146831309645,0.2576291084698337
Africa Eastern and Southern,AFE,1.311059538231912,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,-1.0763385709152375,-0.14336522115675163,-1.0768265595713398,-1.0490823374203284,-0.18775146710245538,1.1383225495084983,1.2508482795628846,0.6210963778805272,-0.002274091692940286,0.3985492001930601,-2.23019772179768,-1.7591905206012135,1.3985874039109225,1.1931624227180562,0.012395206923589077,1.2648745085158937,-1.606358859885889,-0.9259802382563247,1.7263976653900612,-1.462606879963006,-0.9527266592030759,-1.4563092065545247,-1.2344371650555592
Angola,AGO,1.904721630825454,-2.8131337762637716,-2.9409636507821597,-1.7389250538537575,-1.851300668143964,-0.29578415707754263,-0.4101163491041755,-0.3839009946442275,-0.15761159549280887,0.6402626419844388,-0.16670288750947235,0.8646744449075925,0.12039237499240843,1.0647545854662162,0.41395043096477135,-1.9369916009369565,-0.8987851125943817,1.272329967811391,1.9865096720539832,-0.18705594062273068,1.7045847947929178,-2.0749595807463783,-1.0696704699721076,2.2993057174877936,-1.7669320036126732,-0.9526226354955613,-0.45364275157631645,-1.688944473131023
"Congo, Rep.",COG,1.3134372207834344,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,-0.3389889980919285,1.8535872324461198,-0.5189142639114503,-0.35658992092048314,2.7956731879752383,-0.37095334035433375,0.5904146801332889,0.13759812007831698,1.4278269920760263,0.026936454203401967,-0.8695162795043727,-2.0279433685672053,0.7340491121831343,2.2828562827412737,2.9209598509602106,1.0928394795300214,-1.2874204744761966,-0.978003670000701,1.258910338251172,0.08924957926247695,-0.30516627523821555,-0.03502146831309645,0.2576291084698337
Iraq,IRQ,1.2628560047646182,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,0.08362381409944532,1.2706434078535285,0.3060459446098524,0.1882566770544178,1.5297848847290443,-0.4906787781378041,1.3872830328902,-0.4837579835704113,-1.332294834910863,-0.8298028006026102,0.6486248398762943,0.8763877459906324,-0.9456557672419434,2.2828562827412737,-0.20973040284893676,0.8281075806500012,-0.8183295583350033,-0.8551047033127949,0.7196682640704941,-0.2174434820751973,-0.09574371911157975,-0.03502146831309645,-0.24382135668042493
Kenya,KEN,1.4277272623429498,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,-1.1214049225603304,0.6995507421594875,-1.199913539016815,-1.1637040130791683,-1.0323913373177946,1.5209373793721879,1.2641698912062374,1.4125819599324463,-1.1382385085304052,0.6793257321402812,-2.0133051589106827,-1.603230390072612,0.9953314449073113,0.1344239477489346,-0.05169715768198416,1.205114734538585,-1.4346900484881033,-1.115348625025834,1.4397189183604349,-1.1087395639115765,-0.9701691423797001,-1.4617202716077593,-1.6356806624331062
Mauritius,MUS,-0.9381062422202425,0.6095824345938354,0.7084579043511826,-0.07610769093799843,-0.05670168959253146,0.40598983148601026,0.1106278941028154,0.6998645690156715,0.6584056867074551,-0.8561996722280966,0.7894725952073928,-0.010512835419667509,-0.685761177820905,-0.5818998941120865,0.3293348742142196,0.7796757097790381,0.7306817903988927,-0.8542266285681279,-1.2745418721957085,-0.10260549884410468,-1.0277090737254988,1.1825374044183212,0.5158175239794323,-1.0940094069642108,1.308346029768702,0.5030869032423326,0.33139724392863,0.9709164866025577
Nigeria,NGA,1.6100220624915564,-1.381440576642586,-1.4297281548133185,-0.10707048492526167,-0.0807852527728566,-0.5403990683833325,1.0299727290793605,-0.6961686130195723,-0.5613669071482271,-0.09840787817321557,0.30731480497172,0.3909865837607571,1.3259686631022045,-0.36612224172712166,0.026936454203401967,-0.7287058524814793,-1.2406940061142924,1.2863342653220495,0.9866506424859586,0.14528517524772364,1.0945937057644803,-1.6462679814291434,-0.9740709592629925,1.7100123037438844,-0.3028529022149436,-0.9765652543052784,-0.5075094892879202,-2.027629628636473
Nicaragua,NIC,0.27003756347935054,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,-0.8039406154708538,0.5577968232690922,-0.6841556325065952,-0.8359277200823543,-0.4045778492368716,0.00802321077724592,0.22495582604304692,0.8504304634015372,-0.12724641631460754,0.026936454203401967,-0.3662694370463699,-0.09665858023238853,0.5858586993825299,-0.4704423394143072,-1.4506955757206534,-0.05040599467698109,0.19060013484385702,-0.4813061964553156,-0.27975102773211125,-0.40561569217066823,-0.7263179858931444,-0.03502146831309645,-0.7717629907244988
Albania,ALB,-1.0893066736626484,0.49139216943942615,0.5167155707129988,0.9876025829619325,1.2530484483752822,-0.3335847630713636,-0.08950715311073056,0.04201257273580762,-0.180317051793627,-0.8977011013669679,0.022939389905726706,-2.0064685398710647,1.1167658864290562,-0.1424892310231333,0.3713466004746691,0.4590017596726563,0.865720094333465,-0.9456557672419434,-0.34924636778628443,1.086066052670747,-1.4703998707273271,0.8036706509214283,1.105873902027045,-0.7998757878034778,-0.319697229980761,0.17430271706773565,0.8372501902685138,-0.13056409528602128
Armenia,ARM,-0.7437745597893531,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,-0.34055480746237055,1.2383177111526598,0.07732289844622214,-0.26248774934432184,-0.9346154817858708,-0.18346708883086232,0.22255706492116065,1.0171810332092912,-0.9041162893080931,1.2469335714441092,0.7862578818066931,0.6731125063679192,-0.9377449870081275,-0.16436445823424067,-0.08899149956015054,-0.9455534706716557,0.6329943885616991,0.6703113157233052,-0.6608308634105795,0.4748810937023071,0.12736089813865742,-0.03502146831309645,0.2955095791402722
Azerbaijan,AZE,-0.5630929279675172,0.22099792586531236,0.22931611446608857,-0.9608282687504968,-0.9955527099964235,-0.29921178188584807,-0.6087293431894685,0.2182712263411577,-0.2353896332910653,0.657188101002127,0.21108564935523713,0.2739649504674241,-0.20873646439340268,-0.8493222188167183,1.1737479170832679,0.15081011382601453,0.618225192387206,-0.8243244762123988,1.9712042658508568,-1.731723942242633,0.004213111227219655,1.345284051718223,-0.43798570671087456,-1.214573301094176,0.18034479723335164,0.41074664104523945,1.0084544675939526,0.5083536032345312
China,CHN,-1.0153444139680592,0.22099792586531236,0.22931611446608857,0.10594808913432134,0.030090062074588628,-0.081719477323608,1.7539431988491059,-0.07198318058906725,-0.07134377094972875,1.9328001250726858,0.20606958911734105,-1.7772287090833867,0.25524676136758323,-0.43857567633703476,1.0852438658266488,0.23445508058968526,0.262339739037406,-0.5254489251115531,-0.10938921218787567,1.1997009750587262,-0.6708383091871559,1.5473939546908289,0.15548065349422197,-1.3597677329015037,-0.3014691022739214,0.11218837401600339,0.042700760194890226,0.467661400360841
Algeria,DZA,-0.05566084237351899,0.22099792586531236,0.22931611446608857,-0.4139238265635066,-0.28894820792486586,-0.3056991984619673,-0.32050219649364814,0.0481888488256006,-0.26445991962151816,1.1611329288589884,-0.4388021551511405,-0.3848589213325628,0.2698873475877279,-1.380444882609396,-1.0458925334937863,0.33262862166565454,0.42187913819572603,-0.13353810303488287,2.0722318774598953,-1.5098545636099154,0.5685315920598177,0.5339629436454123,-0.46169789743248096,-0.5781799264369182,-0.04650184566283636,-0.744290988994853,-1.1000436041155623,-0.09734707686053112
Haiti,HTI,0.8098665607760236,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,-1.0825799029139587,-0.24082258518128363,-1.2365684596716686,-1.0749051345384462,-1.7449387468775668,0.32993107657065535,-0.6537256331950132,1.0018893278433136,-0.8290652278575343,1.6724069733115141,-1.5848703643572837,-1.7785832170365663,1.5058861988241854,-0.7737708980241682,-1.7967543079580126,0.20888554257202466,-0.7072640335666619,-0.6588471265782565,0.5995599702978951,-1.8548786406691968,-0.30516627523821555,-1.4782650553334666,-1.7202011475898293
IDA only,IDX,1.2417098179325163,-1.9690603283305297,-1.9954554216937272,-1.5370032941894947,-1.6262725467440817,-1.175661556111882,-0.7110505129517032,-1.0765258154866213,-1.183201512053509,-0.1839062795323741,1.0835463801411658,0.8203265139198566,1.1071339712973394,-0.30731805941104484,0.13017500665058723,-1.560530396968755,-1.566495883513853,1.3929441792748616,0.9545519988768919,-0.8780755072495794,0.7880771551679963,-1.2469522860529614,-0.8446632741757816,1.3195323931147995,-1.488267228339305,-0.9595546878971023,-1.5763503050369452,-1.245111751796343
Israel,ISR,-0.05553165362487679,0.8577888985771157,0.8892408063522669,1.3568441878246236,1.423872421717134,1.333114861294732,0.24660974197991847,1.1487861153237133,1.4904715016654417,0.08909097926910614,-1.4559183697056044,0.4543364982983195,-1.3653907632224103,-1.0881102211380091,-0.6791760391209474,0.7880671343968236,0.8951086562441091,-0.9456557672419434,-0.9999870347787094,0.18769916754545043,0.4952828653553722,-0.33694049423953615,0.4948093090466601,0.21805853009556722,0.6276836033338212,0.9940568101393805,0.9026567541828722,1.2208982117452303
Kiribati,KIR,0.7222709222287564,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,-0.9503589771785755,-0.009223192600240387,-1.4048654731818047,-0.4739268197319742,-0.0011610164429851956,0.21495769585466584,-0.41194608633032886,1.5088837129855797,-1.3519129561183818,0.3079095145855468,-0.9624190045148133,-1.219675009765062,1.7289227105236546,-1.2255809134553188,-1.7389478735946253,0.1182530312404,-0.4058627331843722,-0.8320029368171733,0.2869655406305005,-2.44704888639744,-0.9302745392158982,-1.3578344203068093,-0.4444807980297142
"Korea, Dem. People's Rep.",PRK,-0.6075746294719276,0.22099792586531236,0.22931611446608857,-0.5082648904701994,-0.0807852527728566,-0.01795427249329572,0.06321024123098566,0.07949188514992273,-0.057599375675599127,-0.0011610164429851956,-0.07104573876222352,-0.20119142684704477,0.02220337330151988,0.8687450820711243,-0.800355172752329,0.577775606901233,0.11556386541647327,-0.9456557672419434,-0.16436445823424067,-0.08899149956015054,-0.6710357736357001,0.864873899472843,0.169982988556724,-0.8487188376980325,-2.44704888639744,-0.30516627523821555,-1.7445579665476656,-0.5538281300246745
Trinidad and Tobago,TTO,-0.7853228213196075,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,0.6980934937342038,0.18818215101805494,0.9274486947786648,0.8480489393998578,-0.0011610164429851956,0.25337015715013445,0.08894647304811566,-1.4806585921191677,0.5582115050826206,-1.4232454375419812,0.7174531899936226,0.6723220517487034,-0.9456557672419434,1.0837040037847472,-0.30733799688715163,-0.7475916282796379,0.8776340778007106,0.47647930315949244,-0.8588328636034892,1.201873606539823,0.8969273341894995,-0.03502146831309645,0.6772492778897856
Uganda,UGA,1.791115275216301,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,-1.4521210046643742,1.7139225880604083,-1.4710956915515037,-1.457295037288365,-0.6073787107164874,1.4955050739554865,1.5159452083610583,1.3208424558379939,-0.9006845986483898,0.026936454203401967,-1.983239706742778,-2.049039567649908,0.3468181720111702,-0.16436445823424067,-0.08899149956015054,1.699069329246538,-1.9058220488638147,-1.1115385523460966,2.0597796256576677,-1.243966563803049,-0.9739620003896619,-0.03502146831309645,-1.9159112008180461
Belize,BLZ,0.6005474766729993,-0.3163317141103434,-0.22974036957123228,-0.8144436550982624,-0.6554141664440944,-0.15402126592800786,-0.2046404027264562,-0.3566035598930214,-0.1272283752860544,-0.14643828805442113,0.6034383611212069,1.4442536977970175,0.5584935147709394,1.2587974977666923,-1.6237999530047094,0.48915584918474814,0.39119868901616967,-0.16068005580077327,0.44244343695162874,1.1203956583244092,0.8881324755479026,-0.3150575774277752,-0.7122671371141592,0.1963641177200671,-1.5300796990628431,-0.7548322332278024,-0.6075477164666131,-0.21846290221410566
Euro area,EMU,-1.3282616834788594,1.1433234355992343,1.103625438844666,1.769093362179656,1.6173825193864886,1.2696808063137348,0.004839720048746776,1.2963194267797864,1.4531962911058245,0.24137560386895682,-0.7561823432516427,-0.5798700367995079,-1.2025157146119023,0.27790035899938675,0.38624959605155756,0.7819592584481547,0.8607726913370384,-0.9456557672419434,-1.204498153298536,1.1971657159834785,-1.0290908823410387,0.09724271013225884,2.3128095686550423,-0.1900799195102257,0.6078435839568103,1.9009352702989324,1.4634790549571743,1.199326211761074
Gabon,GAB,0.8657041380916436,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,0.16760486191912236,-0.43541464228659776,0.2798070669204024,0.1635884318645842,1.998344298996039,-1.355157159663654,-0.9914065265396959,-0.1761936578395059,2.6245980726483693,0.026936454203401967,-0.1821086258803908,-0.969179654832383,-0.1187139052653765,1.63558561007145,0.9964883582264267,1.2927027638027822,-0.6510114758169392,-0.8213298476643778,0.5397642487408623,0.8128088137545465,-0.9244781963782714,0.1358178868739027,-1.4604775391387093
Heavily indebted poor countries (HIPC),HPC,1.4730604564661323,-2.094712560708902,-2.141115027201836,-1.5992926826314062,-1.6728546895075913,-1.3583770026958644,0.8145003328708665,-1.5308591902286013,-1.4190804610083212,-0.33618314858356135,1.1452023960086144,1.2872685640953396,1.3671828000656787,-0.14754370355996746,0.048191988422945684,-1.7703448096785155,-1.767008060258468,1.3294951946293385,0.8504005254661517,-0.6370689670294646,1.2819339125626743,-1.5560373124550366,-0.9222843126411413,1.631548143813943,-0.8605635215370621,-0.93734958937312,-0.992424529330857,-1.5912840054059072
Kyrgyz Republic,KGZ,0.44563395328223665,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,-1.1412854170785676,0.36438258383482386,-0.8792865060880604,-1.157458249418515,-2.3702929225435203,1.01193926681093,1.0176013418538679,0.6584597814699071,-1.1266636031324415,1.0226050523338637,0.26697075488958666,0.8182862352994703,-0.9456557672419434,-0.16436445823424067,-0.08899149956015054,0.6749230864111464,-0.1503937453800165,-0.6138214771385718,0.036223892398223094,0.08924957926247695,-0.30516627523821555,-0.03502146831309645,0.2576291084698337
Lebanon,LBN,-0.26667475047513983,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,0.16549519550040762,0.3108257200224733,0.27236502907310567,0.2507935217023846,-1.8125034877387491,-1.3192527284871338,-1.6062220953611932,-0.8757730269438764,-0.7966802528874082,0.026936454203401967,0.3235140631431661,0.8614728741798209,-0.9456557672419434,-1.2768232420705532,1.6871872719733574,-1.1513133856824733,0.5982509244455902,-0.15182351511140665,-0.6320013677174097,-1.2054369133862486,-0.5127808794363028,-0.03502146831309645,0.203229257917153
Liechtenstein,LIE,-0.08310991639940976,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,2.029352656936075,0.06321024123098566,0.07949188514992273,-0.057599375675599127,-0.0011610164429851956,1.914179781822457,-0.0741826115109888,0.02220337330151988,0.4356909028220993,0.026936454203401967,0.7880670841748757,0.8938763990994969,-0.9456557672419434,-1.2728452383475606,1.4294068527698507,-0.3471895798841738,0.23656460732775056,-0.35428835388787167,-0.28496489403475805,0.0634073776540854,2.119104263205709,1.8087602323110443,1.3225935212968813
Nepal,NPL,0.7644871260070569,-1.1859286119325492,-1.1243965227207948,-1.3160902081049537,-1.4836101215153692,-1.2146394862503533,-1.1724170614463556,-0.939892571342673,-1.1957076170563519,-1.0233772956845562,1.8556933994591562,-0.18004377104102717,1.6690154094848848,0.4231179453981482,-0.41829658124096697,-0.09948084755044319,-1.1153778197026663,1.7363334334885927,-0.47762066885662696,-1.6423087567392614,-1.0161652081215373,-0.7419164602834214,-0.5389514956742408,0.6367399971047887,-1.5789721645119303,-0.9530465079857113,-1.4540250233632448,-0.8457650991387224
Middle East & North Africa (IDA & IBRD countries),TMN,0.28131712747882043,-0.3601325808218684,-0.41909925603047243,-0.11360193183589688,-0.2825961809348925,-0.21798995430505172,-0.9028413128566904,0.03687583333936429,-0.23165566572488955,0.9449071127338606,-0.08026905912513059,0.3665803613239457,0.348403526718748,-1.3064456878840913,-0.7520587311126988,0.37157317679620877,0.5071799261915753,-0.17349872918414305,1.649609206049709,-0.2990209853130712,0.33585721465256296,0.007872092705406732,-0.49139127285662143,-0.07437097100824935,-0.058327796902827245,-0.3679586073516308,0.40947571241122427,0.34745247510388144
Andorra,AND,-0.08310991639940976,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,1.3058761441074545,-0.5603412493729608,0.07949188514992273,-0.057599375675599127,-0.0011610164429851956,-1.3104966233350168,-0.24451309933890078,0.02220337330151988,0.08927991170916744,0.3127822883472197,0.7880672413695732,0.8957120419671921,-0.9456557672419434,-1.2779937526972864,-0.08899149956015054,-0.951506588431996,0.23656460732775056,-0.35428835388787167,-0.28496489403475805,0.3613441419672845,2.612626802382676,-0.03502146831309645,1.353867438851116
Bosnia and Herzegovina,BIH,-1.3387719862872633,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,-0.15208508159873096,-0.40610875235410837,-0.10132734114169062,-0.07753118557452099,-1.9554086907067953,0.5026771510792566,-1.5926808765191562,-0.04525159947593575,0.4637737553302798,0.37227105141107253,0.5464531696801185,0.724488739243134,-0.9456557672419434,-0.5726177223567888,0.9489630423111629,-2.189691416547577,1.0684463404631626,1.264835668065013,-1.0074573984812616,-0.042286136476139685,0.5113973668157932,0.5181337980748545,0.6411113169097795
France,FRA,-0.9860642933101533,0.8930770791866166,0.9121965970673748,1.0756258467036792,1.0298482024245306,1.3360064336457849,-0.15721892307746574,1.0773001825058888,1.6105496947506417,-0.05081882024790972,-0.8998836922819687,-0.7845239789862374,-1.2281981700492282,-0.06318982620660892,0.8892424977693124,0.7880670841748757,0.8462372333232223,-0.9456557672419434,-1.2314148505820521,1.1488475704397816,-0.6988002548291558,-0.06520279884656843,1.8742181453634101,-0.04465242497960704,-0.00041689598312480837,2.103701250006591,1.422074008024174,1.4706044508472063
"Iran, Islamic Rep.",IRN,-0.3590334211403835,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,-0.08588954829573346,0.5100518537930555,0.2881311627020537,0.12505491862154294,1.495646884977207,-0.7237495770863674,-0.682750166437378,0.6044712195108697,-1.1246130098647742,0.026936454203401967,0.6219985076229031,0.5358416788925131,-0.48197895543159086,-0.16436445823424067,-0.08899149956015054,0.05467698285444366,0.900987139319476,-0.3178571494430318,-0.8772927574828538,1.2157271442870436,-0.18674869513618061,1.192018346302396,1.0269637194740906
Least developed countries: UN classification,LDC,1.2419630075874806,-1.9708362856596118,-1.998562049530944,-1.57677683820317,-1.6615644172998802,-1.3882204468060346,0.3584398393898563,-1.481379874981807,-1.4726482617054921,0.14343004849095933,1.2524601327073908,0.9273185577420844,1.2507053138337931,-0.1860128441095715,0.0783160433848893,-1.6015907569502752,-1.5849511802827887,1.36174468594052,1.0774133381451008,-0.7734056016539573,0.9419720989653021,-1.2484222457145258,-0.8435049822645165,1.3301273915964018,-1.1698196677721577,-0.934856237494326,-1.4823035613966213,-1.4942159856720498
Malta,MLT,-1.3899983810589602,0.44262947929304436,0.5052811880032002,0.18018124609785643,0.24276955725548519,0.9856438706589037,1.768349870760961,1.1155301385046543,1.1804098444673954,0.8498064184777525,-1.5548315575546454,-0.07749820529085054,-1.46406572804982,-1.367969380358841,-0.2429158687904586,0.7880672413695732,0.8944141712367883,-0.9456557672419434,-1.2779937526972864,0.5536301443414802,0.0990670296509212,0.7487748661557674,1.7083851715661782,-0.7556217214598585,0.8621349054799158,1.5781102777129428,0.851232797997819,1.4001051610969928
North America,NAC,-0.9201344572507665,0.632753766520315,0.6516519591351769,2.339095312738432,2.4309165262203662,1.6323367949416463,-1.5702071417881203,1.5783515489677913,-0.057599375675599127,-0.0011610164429851956,-0.9907831496940751,-0.34258912168034855,-1.3850554532218178,0.18783667423069053,-0.5983803647975701,0.7468521404089614,0.8860380627099368,-0.9456557672419434,-0.7441296885333416,0.7051408166290961,-0.4503875378163012,0.4928053816572136,1.1423282107442139,-0.5426507162437377,0.19585093072329984,1.3948883759453938,1.0632919485592043,1.160069851399742
South Sudan,SSD,1.319225782833521,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,-1.0107449955479881,0.733817312452767,-1.2000595827259137,-0.057599375675599127,1.416401415287405,1.730423895096959,-0.05255957929962477,0.02220337330151988,-0.9154359013622551,0.48280827237495516,-2.908862934183352,-2.193865174621301,2.08043658146679,-0.16436445823424067,-0.08899149956015054,-0.09071319507626652,-1.357122663423939,-0.8634106227849717,1.3437610442982664,0.08924957926247695,-0.30516627523821555,-0.03502146831309645,0.2576291084698337
Togo,TGO,1.3504097882751407,-1.109756615226573,-1.4966414737507332,-1.386673823720924,-1.6386065431614487,-1.718988747218665,0.7965351888863648,-1.9089405244275275,-1.677828526140826,-0.7575808899610703,0.874789619780031,1.0298330439643355,1.802445170797556,-0.41616671659477944,1.8634221526840793,-1.3455175656429221,-2.1408728582861527,1.9362440883218504,1.092666878582243,-1.2225622495136415,1.0212335898698262,-1.325278605245188,-0.9546240019110507,1.3048367129556997,-0.6937307704230657,-0.929678904005886,-1.3247361968554079,-1.7397037562228839
South Africa,ZAF,0.08635513227161926,0.7526836013866349,0.9003986017416407,-0.84080974657201,-0.7432531727028829,0.17216895957701434,0.17836244848529653,0.0816608718536233,0.18160614826009597,-0.05652196500773093,-0.3261608024404886,-0.32608224254093493,-0.9856919582540236,-0.7920650912930592,2.368987962772709,0.3554448381952911,0.03968526227997456,-0.4395387931978896,0.20989470266057242,0.40801294480930994,0.06446518230486185,0.34183367789853314,-0.5067143562745441,-0.4135228948317116,1.742795366142996,-0.8337274687861228,0.6006062579222156,-0.41498193422202706
Switzerland,CHE,-1.3436729461618422,0.8478761376948274,0.7252259578896121,0.9766497909782195,0.6761977545109442,1.915634925783778,-0.1645080750863523,1.517588614184172,2.0583751277351965,1.0209904091892912,-0.6501366930688205,0.507656785941681,-1.7383600540607966,-0.01516314924738087,0.11321618249432804,0.7880670841748757,0.892036114992375,-0.9456557672419434,-1.2684746688117834,2.2105486567271715,-0.30477443228187395,0.5226052841775992,1.8733124914299013,-0.568606705675348,0.8775427216524498,2.550784495267909,1.6504746577079155,1.1845130161706816
Eritrea,ERI,-0.08310991639940976,0.22099792586531236,0.22931611446608857,-0.10707048492526167,-0.0807852527728566,-0.01795427249329572,0.06321024123098566,0.07949188514992273,-0.057599375675599127,-0.0011610164429851956,0.018803340235882406,0.013503195462942173,0.02220337330151988,-0.9487122729419171,2.135066294397275,0.45844234869137607,0.42429621029503567,-0.48197895543159086,-0.16436445823424067,-0.08899149956015054,-0.1002599992531857,0.23656460732775056,-0.35428835388787167,-0.28496489403475805,0.08924957926247695,-0.30516627523821555,-0.03502146831309645,0.2576291084698337
Ethiopia,ETH,1.4045093749996294,-2.4057797294205288,-2.319289167224586,-0.10707048492526167,-0.0807852527728566,-1.7239972084192192,1.931613665465291,-1.8354059070594166,-1.7955687405383307,-0.05891826778668394,1.7944446639227396,1.395222742292024,1.9845056031739132,-0.7249488582352275,-0.22397308302944502,-2.8486255226364623,-2.3110651748222106,1.647521075848868,1.23762663765687,-0.38278351494513446,1.2586018282010132,-1.5137356128661381,-0.8451445171069302,1.5392108867978933,-1.8020730128699658,-0.9435954931897611,-1.2672161173387382,-1.524739047804071
